,Temperature,Humidity,Voltage
213,18.2538,38.41165,2.65143
214,18.244,38.4287,2.65143
215,18.25053333,38.41733333,2.65143
216,18.25706667,38.40596667,2.65143
217,18.2636,38.3946,2.65143
218,18.2636,38.3946,2.65143
219,18.2636,38.3946,2.65143
220,18.2636,38.3946,2.65143
221,18.2636,38.3946,2.65143
222,18.2636,38.3946,2.65143
223,18.2538,38.3946,2.65143
224,18.2538,38.3946,2.65143
225,18.2538,38.3946,2.65143
226,18.2538,38.3946,2.65143
227,18.2538,38.3946,2.65143
228,18.2538,38.3605,2.65143
229,18.2489,38.37755,2.65143
230,18.244,38.3946,2.65143
231,18.2489,38.3946,2.65143
232,18.2538,38.3946,2.65143
233,18.2342,38.4287,2.65143
234,18.23665,38.420175,2.65143
235,18.2391,38.41165,2.65143
236,18.24155,38.403125,2.65143
237,18.244,38.3946,2.65143
238,18.244,38.4287,2.65143
239,18.2342,38.4287,2.65143
240,18.23038889,38.43628333,2.65143
241,18.22657778,38.44386667,2.65143
242,18.22276667,38.45145,2.65143
243,18.21895556,38.45903333,2.65143
244,18.21514444,38.46661667,2.65143
245,18.21133333,38.4742,2.65143
246,18.20752222,38.48178333,2.65143
247,18.20371111,38.48936667,2.65143
248,18.1999,38.49695,2.65143
249,18.19608889,38.50453333,2.65143
250,18.19227778,38.51211667,2.65143
251,18.18846667,38.5197,2.65143
252,18.18465556,38.52728333,2.65143
253,18.18084444,38.53486667,2.65143
254,18.17703333,38.54245,2.65143
255,18.17322222,38.55003333,2.65143
256,18.16941111,38.55761667,2.65143
257,18.1656,38.5652,2.65143
258,18.1656,38.5652,2.65143
259,18.1656,38.5652,2.65143
260,18.1656,38.5652,2.65143
261,18.1656,38.5652,2.65143
262,18.1656,38.5652,2.65143
263,18.1607,38.54815,2.65143
264,18.1558,38.5311,2.65143
265,18.1656,38.5311,2.65143
266,18.1607,38.5652,2.65143
267,18.1558,38.5993,2.65143
268,18.14763333,38.61066667,2.65143
269,18.13946667,38.62203333,2.65143
270,18.1313,38.6334,2.65143
271,18.12313333,38.64476667,2.65143
272,18.11496667,38.65613333,2.65143
273,18.1068,38.6675,2.65143
274,18.1068,38.6675,2.65143
275,18.1068,38.6675,2.65143
276,18.097,38.6334,2.65143
277,18.09308,38.64022,2.65143
278,18.08916,38.647040000000004,2.65143
279,18.08524,38.653859999999995,2.65143
280,18.08132,38.66068,2.65143
281,18.0774,38.6675,2.65143
282,18.0725,38.68455,2.65143
283,18.0676,38.7016,2.65143
284,18.06433333,38.71296667,2.65143
285,18.06106667,38.72433333,2.65143
286,18.0578,38.7357,2.65143
287,18.0578,38.7357,2.66332
288,18.0676,38.7016,2.65143
289,18.0676,38.693075,2.65143
290,18.0676,38.68455,2.65143
291,18.0676,38.676025,2.65143
292,18.0676,38.6675,2.65143
293,18.0676,38.6675,2.65143
294,18.0676,38.6675,2.65143
295,18.0627,38.68455,2.65143
296,18.0578,38.7016,2.65143
297,18.0578,38.693075,2.65143
298,18.0578,38.68455,2.65143
299,18.0578,38.676025,2.65143
300,18.0578,38.6675,2.65143
301,18.0578,38.658975,2.65143
302,18.0578,38.65045,2.65143
303,18.0578,38.641925,2.65143
304,18.0578,38.6334,2.65143
305,18.0578,38.641925,2.65143
306,18.0578,38.65045,2.65143
307,18.0578,38.658975,2.65143
308,18.0578,38.6675,2.65143
309,18.0382,38.6675,2.65143
310,18.03166667,38.69023333,2.65143
311,18.02513333,38.71296667,2.65143
312,18.0186,38.7357,2.65143
313,18.0137,38.7357,2.65143
314,18.0088,38.7357,2.65143
315,18.0088,38.7357,2.65143
316,18.0088,38.7357,2.65143
317,18.0088,38.7357,2.65143
318,18.0039,38.7357,2.65143
319,17.999000000000002,38.7357,2.65143
320,17.99655,38.7357,2.65143
321,17.9941,38.7357,2.65143
322,17.99165,38.7357,2.65143
323,17.9892,38.7357,2.65143
324,17.9892,38.7357,2.65143
325,17.9892,38.7357,2.65143
326,17.9892,38.7357,2.65143
327,17.98702222,38.73948889,2.65143
328,17.98484444,38.74327778,2.65143
329,17.98266667,38.74706667,2.65143
330,17.98048889,38.75085556,2.65143
331,17.97831111,38.75464444,2.65143
332,17.97613333,38.75843333,2.65143
333,17.97395556,38.76222222,2.65143
334,17.97177778,38.76601111,2.65143
335,17.9696,38.7698,2.65143
336,17.9696,38.7698,2.66332
337,17.96514545,38.7729,2.662239091
338,17.96069091,38.775999999999996,2.661158182
339,17.95623636,38.7791,2.660077273
340,17.95178182,38.7822,2.658996364
341,17.94732727,38.7853,2.657915455
342,17.94287273,38.7884,2.656834545
343,17.93841818,38.7915,2.655753636
344,17.93396364,38.7946,2.654672727
345,17.92950909,38.7977,2.653591818
346,17.92505455,38.8008,2.652510909
347,17.9206,38.8039,2.65143
348,17.9157,38.8039,2.65143
349,17.9108,38.8039,2.65143
350,17.9304,38.8039,2.65143
351,17.92452,38.8039,2.65143
352,17.91864,38.8039,2.65143
353,17.912760000000002,38.8039,2.65143
354,17.906879999999997,38.8039,2.65143
355,17.901,38.8039,2.65143
356,17.901,38.8039,2.65143
357,17.901,38.8379,2.65143
358,17.89446667,38.84926667,2.65143
359,17.88793333,38.86063333,2.65143
360,17.8814,38.872,2.65143
361,17.8814,38.872,2.66332
362,17.8814,38.8039,2.65143
363,17.87405,38.820925,2.65143
364,17.8667,38.83795,2.65143
365,17.85935,38.854975,2.65143
366,17.852,38.872,2.65143
367,17.8471,38.872,2.65143
368,17.8422,38.872,2.65143
369,17.8324,38.872,2.65143
370,17.8128,38.872,2.65143
371,17.8226,38.872,2.65143
372,17.8128,38.872,2.65143
373,17.803,38.872,2.65143
374,17.7981,38.90605,2.65143
375,17.7932,38.9401,2.65143
376,17.7883,38.9401,2.65143
377,17.7834,38.9401,2.65143
378,17.7834,38.9401,2.65143
379,17.7834,38.9401,2.65143
380,17.7834,38.9401,2.65143
381,17.77605,38.9401,2.65143
382,17.7687,38.9401,2.65143
383,17.76135,38.9401,2.65143
384,17.754,38.9401,2.65143
385,17.7442,38.9401,2.65143
386,17.74746667,38.92876667,2.65143
387,17.75073333,38.91743333,2.65143
388,17.754,38.9061,2.65143
389,17.754,38.9401,2.65143
390,17.7344,38.9401,2.65143
391,17.7344,38.9401,2.65143
392,17.7344,38.9401,2.65143
393,17.7344,38.9401,2.65143
394,17.7316,38.93524286,2.654842857
395,17.7288,38.93038571,2.658255714
396,17.726,38.92552857,2.661668571
397,17.7232,38.92067143,2.6650814290000002
398,17.7204,38.91581429,2.668494286
399,17.7176,38.91095714,2.6719071430000003
400,17.7148,38.9061,2.67532
401,17.7246,38.88905,2.65748
402,17.7344,38.872,2.63964
403,17.7246,38.9061,2.65143
404,17.7197,38.9231,2.65143
405,17.7148,38.9401,2.65143
406,17.7197,38.90605,2.65143
407,17.7246,38.872,2.65143
408,17.7148,38.872,2.65143
409,17.6952,38.9401,2.65143
410,17.69128,38.946909999999995,2.65143
411,17.68736,38.953720000000004,2.65143
412,17.68344,38.96053,2.65143
413,17.67952,38.96734,2.65143
414,17.6756,38.97415,2.65143
415,17.67168,38.980959999999996,2.65143
416,17.66776,38.987770000000005,2.65143
417,17.66384,38.99458,2.65143
418,17.65992,39.00139,2.65143
419,17.656,39.0082,2.65143
420,17.64946667,39.0082,2.65143
421,17.64293333,39.0082,2.65143
422,17.6364,39.0082,2.65143
423,17.6364,39.0082,2.65143
424,17.635,39.0082,2.65143
425,17.6336,39.0082,2.65143
426,17.6322,39.0082,2.65143
427,17.6308,39.0082,2.65143
428,17.6294,39.0082,2.65143
429,17.628,39.0082,2.65143
430,17.6266,39.0082,2.65143
431,17.6364,38.9742,2.65143
432,17.6168,39.0082,2.65143
433,17.6168,39.0082,2.65143
434,17.6168,39.0082,2.65143
435,17.607,39.0082,2.65143
436,17.5972,39.0082,2.65143
437,17.6168,39.0082,2.65143
438,17.607,39.0082,2.65143
439,17.6168,39.0082,2.65143
440,17.5972,39.0082,2.65143
441,17.6168,39.0082,2.65143
442,17.6168,38.9742,2.65143
443,17.6119,38.9912,2.65143
444,17.607,39.0082,2.65143
445,17.5972,39.0082,2.65143
446,17.5874,39.0082,2.65143
447,17.58413333,39.01953333,2.65143
448,17.58086667,39.03086667,2.65143
449,17.5776,39.0422,2.65143
450,17.5678,39.0422,2.65143
451,17.5678,39.0763,2.65143
452,17.5482,39.0763,2.65143
453,17.5482,39.0763,2.65143
454,17.5482,39.05925,2.65143
455,17.5482,39.0422,2.65143
456,17.5482,39.0763,2.65143
457,17.54166667,39.0763,2.65143
458,17.53513333,39.0763,2.65143
459,17.5286,39.0763,2.65143
460,17.52751111,39.0763,2.65143
461,17.52642222,39.0763,2.65143
462,17.52533333,39.0763,2.65143
463,17.52424444,39.0763,2.65143
464,17.52315556,39.0763,2.65143
465,17.52206667,39.0763,2.65143
466,17.52097778,39.0763,2.65143
467,17.51988889,39.0763,2.65143
468,17.5188,39.0763,2.65143
469,17.509,39.1103,2.65143
470,17.4992,39.1443,2.65143
471,17.49266667,39.1443,2.65143
472,17.48613333,39.1443,2.65143
473,17.4796,39.1443,2.65143
474,17.47715,39.1443,2.65143
475,17.4747,39.1443,2.65143
476,17.47225,39.1443,2.65143
477,17.4698,39.1443,2.65143
478,17.46,39.1783,2.65143
479,17.46,39.1443,2.65143
480,17.46,39.1443,2.65143
481,17.4502,39.1443,2.65143
482,17.46,39.1783,2.65143
483,17.4502,39.1953,2.65143
484,17.4404,39.2123,2.65143
485,17.4404,39.2123,2.65143
486,17.4404,39.2123,2.65143
487,17.4404,39.1953,2.65143
488,17.4404,39.1783,2.65143
489,17.4404,39.1783,2.65143
490,17.4404,39.1613,2.65143
491,17.4404,39.1443,2.65143
492,17.4306,39.1783,2.65143
493,17.4404,39.2123,2.65143
494,17.4306,39.1783,2.65143
495,17.4208,39.2123,2.65143
496,17.4208,39.2123,2.65143
497,17.4257,39.2123,2.65143
498,17.4306,39.2123,2.65143
499,17.42733333,39.2123,2.65143
500,17.42406667,39.2123,2.65143
501,17.4208,39.2123,2.65143
502,17.4208,39.1783,2.65143
503,17.4208,39.2123,2.65143
504,17.410999999999998,39.2123,2.65143
505,17.410999999999998,39.2123,2.65143
506,17.410999999999998,39.2123,2.65143
507,17.410999999999998,39.2123,2.65143
508,17.410999999999998,39.2123,2.65143
509,17.410999999999998,39.2123,2.65143
510,17.4061,39.2123,2.65143
511,17.4012,39.2123,2.65143
512,17.4208,39.2123,2.65143
513,17.4012,39.2123,2.65143
514,17.3914,39.2293,2.65143
515,17.3816,39.2463,2.65143
516,17.3914,39.2463,2.65143
517,17.4012,39.2463,2.65143
518,17.40316,39.2395,2.65143
519,17.40512,39.2327,2.65143
520,17.40708,39.2259,2.65143
521,17.40904,39.2191,2.65143
522,17.410999999999998,39.2123,2.65143
523,17.40773333,39.2123,2.65143
524,17.40446667,39.2123,2.65143
525,17.4012,39.2123,2.65143
526,17.4012,39.2123,2.65143
527,17.3914,39.31425,2.65143
528,17.3816,39.4162,2.65143
529,17.377925,39.4077125,2.65143
530,17.37425,39.399225,2.65143
531,17.370575,39.3907375,2.65143
532,17.3669,39.38225,2.65143
533,17.363225,39.3737625,2.65143
534,17.35955,39.365275,2.65143
535,17.355875,39.3567875,2.65143
536,17.3522,39.3483,2.65143
537,17.3473,39.3483,2.65143
538,17.3424,39.3483,2.65143
539,17.3228,39.3483,2.65143
540,17.3228,39.3483,2.65143
541,17.3228,39.3483,2.65143
542,17.3228,39.3483,2.65143
543,17.3228,39.3483,2.65143
544,17.3228,39.3483,2.65143
545,17.31953333,39.35963333,2.65143
546,17.31626667,39.37096667,2.65143
547,17.313,39.3823,2.65143
548,17.30973333,39.3936,2.65143
549,17.30646667,39.4049,2.65143
550,17.3032,39.4162,2.65143
551,17.2836,39.4162,2.65143
552,17.2836,39.4332,2.65143
553,17.2836,39.4502,2.65143
554,17.2836,39.4672,2.65143
555,17.2836,39.4842,2.65143
556,17.2738,39.4842,2.65143
557,17.264,39.4842,2.65143
558,17.26155,39.492675,2.65143
559,17.2591,39.50115,2.65143
560,17.25665,39.509625,2.65143
561,17.2542,39.5181,2.65143
562,17.2542,39.5181,2.65143
563,17.2493,39.5181,2.65143
564,17.2444,39.5181,2.65143
565,17.24685,39.5181,2.65143
566,17.2493,39.5181,2.65143
567,17.25175,39.5181,2.65143
568,17.2542,39.5181,2.65143
569,17.24113333,39.52943333,2.65143
570,17.22806667,39.54076667,2.65143
571,17.215,39.5521,2.65143
572,17.215,39.58605,2.65143
573,17.215,39.62,2.65143
574,17.21173333,39.59736667,2.65143
575,17.20846667,39.57473333,2.65143
576,17.2052,39.5521,2.65143
577,17.208,39.5521,2.65143
578,17.2108,39.5521,2.65143
579,17.2136,39.5521,2.65143
580,17.2164,39.5521,2.65143
581,17.2192,39.5521,2.65143
582,17.222,39.5521,2.65143
583,17.2248,39.5521,2.65143
584,17.2248,39.5521,2.65143
585,17.215,39.5521,2.65143
586,17.2052,39.5521,2.65143
587,17.2052,39.5521,2.65143
588,17.2052,39.5521,2.6475
589,17.2052,39.5521,2.64357
590,17.2052,39.5521,2.63964
591,17.1954,39.5521,2.63964
592,17.1954,39.5521,2.6455349999999997
593,17.1954,39.5521,2.65143
594,17.2003,39.5521,2.65143
595,17.2052,39.5521,2.65143
596,17.20128,39.56568,2.65143
597,17.19736,39.57926,2.65143
598,17.19344,39.59284,2.65143
599,17.18952,39.60642,2.65143
600,17.1856,39.62,2.65143
601,17.1758,39.62,2.63964
602,17.1807,39.6115,2.6425875
603,17.1856,39.603,2.6455349999999997
604,17.1905,39.5945,2.6484825
605,17.1954,39.586,2.65143
606,17.1905,39.56905,2.65143
607,17.1856,39.5521,2.65143
608,17.184375,39.5605875,2.65143
609,17.18315,39.569075,2.65143
610,17.181925,39.5775625,2.65143
611,17.1807,39.58605,2.65143
612,17.179475,39.5945375,2.65143
613,17.17825,39.603025,2.65143
614,17.177025,39.6115125,2.65143
615,17.1758,39.62,2.65143
616,17.1758,39.60866667,2.65143
617,17.1758,39.59733333,2.65143
618,17.1758,39.586,2.65143
619,17.1709,39.603,2.65143
620,17.166,39.62,2.65143
621,17.1464,39.6878,2.65143
622,17.1464,39.6878,2.65143
623,17.1464,39.6878,2.65143
624,17.14313333,39.6878,2.65143
625,17.13986667,39.6878,2.65143
626,17.1366,39.6878,2.65143
627,17.1268,39.7557,2.65143
628,17.1268,39.73306667,2.65143
629,17.1268,39.71043333,2.65143
630,17.1268,39.6878,2.65143
631,17.1072,39.7557,2.65143
632,17.1072,39.7557,2.65143
633,17.1072,39.7557,2.65143
634,17.117,39.7557,2.65143
635,17.1072,39.7557,2.65143
636,17.117,39.7217,2.65143
637,17.1219,39.7217,2.65143
638,17.1268,39.7217,2.65143
639,17.1268,39.7217,2.65143
640,17.1268,39.7217,2.65143
641,17.12092,39.7285,2.6490720000000003
642,17.11504,39.7353,2.646714
643,17.10916,39.7421,2.644356
644,17.103279999999998,39.7489,2.641998
645,17.0974,39.7557,2.63964
646,17.0876,39.7557,2.65143
647,17.091520000000003,39.74212,2.6490720000000003
648,17.09544,39.72854,2.646714
649,17.09936,39.71496,2.644356
650,17.103279999999998,39.70138,2.641998
651,17.1072,39.6878,2.63964
652,17.117,39.6878,2.65143
653,17.1072,39.7217,2.65143
654,17.1072,39.6878,2.65143
655,17.117,39.6878,2.6455349999999997
656,17.1268,39.6878,2.63964
657,17.1366,39.6878,2.65143
658,17.13333333,39.6878,2.65143
659,17.13006667,39.6878,2.65143
660,17.1268,39.6878,2.65143
661,17.1268,39.6878,2.65143
662,17.117,39.6878,2.65143
663,17.1317,39.67085,2.65143
664,17.1464,39.6539,2.65143
665,17.1268,39.67085,2.65143
666,17.1072,39.6878,2.65143
667,17.1072,39.70475,2.65143
668,17.1072,39.7217,2.65143
669,17.1121,39.70475,2.65143
670,17.117,39.6878,2.65143
671,17.117,39.6878,2.65143
672,17.1072,39.7557,2.65143
673,17.1072,39.6878,2.65143
674,17.1072,39.7217,2.65143
675,17.1072,39.6878,2.65143
676,17.0974,39.7217,2.65143
677,17.0876,39.7217,2.65143
678,17.0974,39.7217,2.65143
679,17.0876,39.7557,2.65143
680,17.0974,39.7557,2.65143
681,17.1072,39.7217,2.65143
682,17.1072,39.7217,2.65143
683,17.1072,39.7104,2.65143
684,17.1072,39.6991,2.65143
685,17.1072,39.6878,2.65143
686,17.10066667,39.71043333,2.65143
687,17.09413333,39.73306667,2.65143
688,17.0876,39.7557,2.65143
689,17.1072,39.7557,2.65143
690,17.1072,39.7557,2.65143
691,17.10066667,39.7557,2.65143
692,17.09413333,39.7557,2.65143
693,17.0876,39.7557,2.65143
694,17.0876,39.7557,2.65143
695,17.0876,39.7557,2.65143
696,17.0876,39.7557,2.65143
697,17.0778,39.7557,2.65143
698,17.0974,39.7557,2.65143
699,17.0778,39.7557,2.65143
700,17.0778,39.7557,2.65143
701,17.0778,39.7557,2.65143
702,17.0778,39.7557,2.65143
703,17.0778,39.7557,2.65143
704,17.0778,39.7557,2.65143
705,17.0778,39.7557,2.65143
706,17.067999999999998,39.77265,2.65143
707,17.0582,39.7896,2.65143
708,17.0582,39.80655,2.65143
709,17.0582,39.8235,2.65143
710,17.067999999999998,39.8235,2.65143
711,17.05166667,39.8461,2.65143
712,17.03533333,39.8687,2.65143
713,17.019000000000002,39.8913,2.65143
714,17.0239,39.8913,2.65143
715,17.0288,39.8913,2.65143
716,17.0386,39.8913,2.6455349999999997
717,17.0484,39.8913,2.63964
718,17.0484,39.87435,2.6455349999999997
719,17.0484,39.8574,2.65143
720,17.0435,39.84045,2.65143
721,17.0386,39.8235,2.65143
722,17.0337,39.8235,2.65143
723,17.0288,39.8235,2.65143
724,17.0288,39.84045,2.65143
725,17.0288,39.8574,2.65143
726,17.0484,39.8574,2.65143
727,17.0484,39.8235,2.63964
728,17.0288,39.8235,2.65143
729,17.0288,39.8235,2.65143
730,17.0288,39.8235,2.65143
731,17.0288,39.8235,2.65143
732,17.0484,39.8235,2.65143
733,17.0484,39.84045,2.65143
734,17.0484,39.8574,2.65143
735,17.0484,39.8235,2.65143
736,17.05036,39.816720000000004,2.65143
737,17.05232,39.809940000000005,2.65143
738,17.05428,39.80316,2.65143
739,17.05624,39.79638,2.65143
740,17.0582,39.7896,2.65143
741,17.0582,39.7896,2.65143
742,17.067999999999998,39.75565,2.65143
743,17.0778,39.7217,2.65143
744,17.0876,39.7557,2.65143
745,17.0876,39.7557,2.65143
746,17.0876,39.7557,2.65143
747,17.1072,39.6878,2.65143
748,17.1121,39.6878,2.65143
749,17.117,39.6878,2.65143
750,17.1072,39.7557,2.65143
751,17.1268,39.6878,2.65143
752,17.117,39.6878,2.65143
753,17.1072,39.6878,2.65143
754,17.1366,39.8235,2.65143
755,17.1464,39.7557,2.65143
756,17.1464,39.7896,2.65143
757,17.166,39.77265,2.65143
758,17.1856,39.7557,2.65143
759,17.215,39.68785,2.65143
760,17.2444,39.62,2.65143
761,17.25093333,39.57473333,2.65143
762,17.25746667,39.52946667,2.65143
763,17.264,39.4842,2.65143
764,17.2934,39.62,2.65143
765,17.29666667,39.59736667,2.65143
766,17.29993333,39.57473333,2.65143
767,17.3032,39.5521,2.65143
768,17.3179,39.51815,2.65143
769,17.3326,39.4842,2.65143
770,17.3571,39.39925,2.65143
771,17.3816,39.3143,2.65143
772,17.3914,39.3483,2.63964
773,17.3963,39.3143,2.6455349999999997
774,17.4012,39.2803,2.65143
775,17.4306,39.4162,2.65143
776,17.44693333,39.3709,2.65143
777,17.46326667,39.3256,2.65143
778,17.4796,39.2803,2.65143
779,17.4992,39.2803,2.65143
780,17.5237,39.2463,2.65143
781,17.5482,39.2123,2.65143
782,17.5384,39.0422,2.65143
783,17.558,39.0422,2.65143
784,17.5874,39.2123,2.65143
785,17.607,39.0763,2.65143
786,17.6266,39.0763,2.65143
787,17.6364,39.0763,2.65143
788,17.6462,39.0763,2.65143
789,17.6756,38.9401,2.65143
790,17.6952,38.95715,2.65143
791,17.7148,38.9742,2.65143
792,17.7393,38.94015,2.65143
793,17.7638,38.9061,2.65143
794,17.7736,38.9401,2.65143
795,17.7932,38.8379,2.65143
796,17.8226,38.6675,2.65143
797,17.8373,38.65045,2.65143
798,17.852,38.6334,2.65143
799,17.8716,38.5993,2.65143
800,17.8912,38.6334,2.65143
801,17.9108,38.57656667,2.65143
802,17.9304,38.51973333,2.65143
803,17.95,38.4629,2.65143
804,17.9598,38.3946,2.66332
805,17.9794,38.3946,2.657375
